Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776013189,50,,Aggregated,137.000000,0.000000,93,180,260,330,550,760,990,1100,1600,2300,2300,12093,0,93,200.5025296600208,11.51329101412557,2308.3619590033777,11459.197056148185
1776013190,50,,Aggregated,139.800000,0.000000,95,180,260,330,550,770,990,1100,1600,2300,2300,12246,0,95,201.45754529418963,11.51329101412557,2308.3619590033777,11437.968806140781
1776013191,50,,Aggregated,140.500000,0.000000,95,190,260,340,560,780,1000,1100,1600,2300,2300,12416,0,95,202.92969486298415,11.51329101412557,2308.3619590033777,11407.686291881444
1776013192,50,,Aggregated,142.300000,0.000000,95,190,260,340,560,790,1000,1200,1600,2300,2300,12574,0,95,204.27200686526498,11.51329101412557,2308.3619590033777,11405.256879274693
1776013193,50,,Aggregated,143.500000,0.000000,98,190,270,340,560,790,1000,1200,1600,2300,2300,12700,0,98,206.88538141951273,11.51329101412557,2308.3619590033777,11422.679291338583
1776013194,50,,Aggregated,145.000000,0.000000,99,190,270,350,560,790,1000,1200,1600,2300,2300,12840,0,99,208.0057180192204,11.51329101412557,2308.3619590033777,11425.454205607477
1776013195,50,,Aggregated,143.100000,0.000000,100,190,280,350,570,800,1000,1200,1600,2300,2300,12991,0,100,209.75247402602284,11.51329101412557,2308.3619590033777,11413.996843968902
1776013196,50,,Aggregated,141.900000,0.000000,100,190,280,350,570,800,1000,1200,1600,2300,2300,13141,0,100,211.04174085474304,11.51329101412557,2308.3619590033777,11392.141009055627
1776013197,50,,Aggregated,143.800000,0.000000,100,190,280,360,580,810,1000,1200,1600,2300,2300,13277,0,100,212.95743084794591,11.51329101412557,2308.3619590033777,11385.663854786473
1776013198,50,,Aggregated,144.300000,0.000000,110,200,290,360,580,810,1000,1200,1600,2300,2300,13386,0,110,214.1289675314598,11.51329101412557,2308.3619590033777,11400.066786194531
1776013199,50,,Aggregated,147.300000,0.000000,110,200,290,360,590,820,1000,1200,1600,2300,2300,13536,0,110,215.94413022688943,11.51329101412557,2308.3619590033777,11385.798020094562
1776013200,50,,Aggregated,145.800000,0.000000,110,200,290,360,600,830,1000,1200,1600,2300,2300,13670,0,110,217.59381742589383,11.51329101412557,2308.3619590033777,11384.413606437454
1776013201,50,,Aggregated,143.100000,0.000000,110,200,290,370,610,830,1000,1200,1600,2300,2300,13789,0,110,219.0356562385188,11.51329101412557,2308.3619590033777,11391.951555587788
1776013202,50,,Aggregated,142.900000,0.000000,110,200,290,370,610,840,1000,1200,1600,2300,2300,13932,0,110,220.53264623960638,11.51329101412557,2308.3619590033777,11380.132644272178
1776013203,50,,Aggregated,138.300000,0.000000,110,200,300,370,620,840,1000,1200,1600,2300,2300,14050,0,110,222.1060679414479,11.51329101412557,2308.3619590033777,11388.618078291815
1776013204,50,,Aggregated,136.100000,0.000000,110,200,300,380,630,850,1000,1200,1600,2300,2300,14180,0,110,223.8977374230747,11.51329101412557,2308.3619590033777,11383.896262341326
1776013205,50,,Aggregated,134.900000,0.000000,110,200,300,380,630,860,1000,1200,1600,2300,2300,14298,0,110,224.85558851386148,11.51329101412557,2308.3619590033777,11379.892852147153
1776013206,50,,Aggregated,133.900000,0.000000,120,210,300,380,630,860,1100,1200,1600,2300,2300,14420,0,120,226.2712829133289,11.51329101412557,2308.3619590033777,11360.761442441055
1776013207,50,,Aggregated,133.400000,0.000000,120,210,300,380,640,870,1100,1200,1600,2300,2300,14537,0,120,228.6264952781222,11.51329101412557,2308.3619590033777,11380.11508564353
1776013208,50,,Aggregated,129.600000,0.000000,120,210,310,380,640,880,1100,1200,1600,2300,2300,14648,0,120,230.06372108396772,11.51329101412557,2308.3619590033777,11392.803864008738
1776013209,50,,Aggregated,127.400000,0.000000,120,210,310,390,650,880,1100,1200,1600,2300,2300,14805,0,120,231.27041767579885,11.51329101412557,2308.3619590033777,11372.766767983789
1776013210,50,,Aggregated,125.300000,0.000000,120,210,310,390,650,890,1100,1200,1600,2300,2300,14943,0,120,232.03702942931645,11.51329101412557,2308.3619590033777,11363.09616542863
1776013211,50,,Aggregated,126.200000,0.000000,120,210,310,390,660,900,1100,1200,1600,2300,2300,15088,0,120,233.16748946554864,11.51329101412557,2308.3619590033777,11359.664899257688
1776013212,60,,Aggregated,128.200000,0.000000,120,210,310,390,660,910,1100,1200,1700,2300,2300,15153,0,120,235.05929170337654,11.51329101412557,2308.3619590033777,11357.15660265294
1776013213,70,,Aggregated,128.700000,0.000000,120,210,310,400,670,920,1100,1200,1700,2300,2300,15222,0,120,238.00954555723956,11.51329101412557,2308.3619590033777,11359.890093286034
1776013214,80,,Aggregated,124.000000,0.000000,120,220,320,400,670,920,1100,1300,1800,2300,2300,15271,0,120,240.3305922508259,11.51329101412557,2308.3619590033777,11369.990373911336
1776013215,90,,Aggregated,119.400000,0.000000,120,220,320,410,690,940,1200,1300,2100,3000,3400,15347,0,120,245.37821048455936,11.51329101412557,3428.634667012375,11375.534567016355
1776013216,100,,Aggregated,112.900000,0.000000,120,220,330,420,700,950,1200,1400,2300,3400,3400,15416,0,120,249.21302900737436,11.51329101412557,3448.790333000943,11375.501362221068
1776013217,100,,Aggregated,104.800000,0.000000,130,220,330,430,710,960,1200,1400,2500,3400,4000,15498,0,130,254.5687909307499,11.51329101412557,3995.3096250246745,11366.926700219383
1776013218,100,,Aggregated,100.300000,0.000000,130,230,330,430,720,970,1200,1500,2700,4600,4700,15577,0,130,258.90537274344973,11.51329101412557,4672.573916002875,11365.020992488926
1776013219,100,,Aggregated,96.300000,0.000000,130,230,340,440,730,980,1200,1600,2900,4600,4700,15673,0,130,264.2419118344738,11.51329101412557,4672.573916002875,11356.826325527978
1776013220,100,,Aggregated,94.500000,0.000000,130,230,340,440,740,990,1300,1700,3100,4600,4700,15793,0,130,269.64051788587886,11.51329101412557,4672.573916002875,11352.266447160135
1776013221,100,,Aggregated,89.500000,0.000000,130,240,350,450,750,1000,1300,1800,3300,4600,4700,15908,0,130,274.2494910194068,11.51329101412557,4672.573916002875,11344.146341463415
1776013222,100,,Aggregated,84.300000,0.000000,140,240,360,460,760,1000,1400,1900,3400,4600,4700,15993,0,140,278.42397225708925,11.51329101412557,4672.573916002875,11357.895829425373
1776013223,100,,Aggregated,83.100000,0.000000,140,240,360,470,780,1000,1400,2000,3300,4600,4700,16118,0,140,283.8613473352384,11.51329101412557,4672.573916002875,11352.162489142573
1776013224,100,,Aggregated,83.800000,0.000000,140,250,370,470,790,1000,1500,2000,3400,4600,4700,16229,0,140,288.15017555594187,11.51329101412557,4672.573916002875,11371.636699735041
1776013225,100,,Aggregated,86.900000,0.000000,140,250,370,480,800,1000,1500,2000,3400,4600,4700,16363,0,140,292.3787582706832,11.51329101412557,4672.573916002875,11372.403165678665
1776013226,100,,Aggregated,92.000000,0.000000,140,260,380,480,810,1100,1500,2000,3400,4600,4700,16499,0,140,295.4897354328257,11.51329101412557,4672.573916002875,11371.068488999334
1776013227,100,,Aggregated,100.100000,0.000000,140,260,390,490,820,1100,1600,2100,3400,4600,4700,16631,0,140,300.2701649727779,11.51329101412557,4672.573916002875,11373.763694305815
1776013228,100,,Aggregated,105.800000,0.000000,150,260,390,500,830,1100,1600,2100,3400,4600,4700,16765,0,150,303.2889667035211,11.51329101412557,4672.573916002875,11367.55538323889
1776013229,100,,Aggregated,110.300000,0.000000,150,270,400,510,840,1100,1600,2100,3400,4600,4700,16908,0,150,306.7213801129386,11.51329101412557,4672.573916002875,11350.086704518571
1776013230,100,,Aggregated,116.300000,0.000000,150,270,400,510,840,1100,1600,2100,3400,4600,4700,17021,0,150,308.9908619077389,11.51329101412557,4672.573916002875,11352.709711532812
1776013231,100,,Aggregated,121.400000,0.000000,150,280,410,520,850,1100,1600,2100,3400,4600,4700,17162,0,150,312.4159266295148,11.51329101412557,4672.573916002875,11349.112749096841
1776013232,100,,Aggregated,122.400000,0.000000,150,280,420,530,860,1100,1700,2100,3400,4600,4700,17291,0,150,317.9943789051895,11.51329101412557,4672.573916002875,11354.691978485918
1776013233,100,,Aggregated,124.200000,0.000000,150,290,430,540,860,1100,1700,2100,3400,4600,4700,17421,0,150,320.4198071163905,11.51329101412557,4672.573916002875,11351.034555995637
1776013234,99,,Aggregated,127.000000,0.000000,160,290,440,540,870,1200,1700,2100,3400,4600,4700,17552,0,160,324.04459905211047,11.51329101412557,4672.573916002875,11349.271137192343
1776013235,99,,Aggregated,129.500000,0.000000,160,290,440,550,880,1200,1800,2100,3400,4600,4700,17684,0,160,326.37778482077186,11.51329101412557,4672.573916002875,11353.106254241122
1776013236,99,,Aggregated,130.800000,0.000000,160,300,440,550,880,1200,1800,2100,3400,4600,4700,17796,0,160,330.3513209791863,11.51329101412557,4672.573916002875,11375.31411553158
1776013237,99,,Aggregated,131.400000,0.000000,160,300,450,560,890,1200,1800,2100,3400,4600,4700,17903,0,160,333.70673692607687,11.51329101412557,4672.573916002875,11378.98095291292
1776013238,99,,Aggregated,130.600000,0.000000,160,300,450,560,900,1200,1900,2100,3300,4600,4700,18029,0,160,336.99586942696334,11.51329101412557,4672.573916002875,11373.47562260802
1776013239,99,,Aggregated,128.600000,0.000000,160,310,460,570,910,1200,1900,2100,3300,4600,4700,18135,0,160,340.3543815905996,11.51329101412557,4672.573916002875,11390.91370278467
1776013240,99,,Aggregated,125.300000,0.000000,160,310,460,570,910,1200,1900,2200,3300,4600,4700,18265,0,160,343.63038088434246,11.51329101412557,4672.573916002875,11380.51858746236
1776013241,99,,Aggregated,124.100000,0.000000,170,310,470,580,920,1300,1900,2200,3300,4600,4700,18385,0,170,347.4040285022838,11.51329101412557,4672.573916002875,11381.66293173783
1776013242,99,,Aggregated,123.400000,0.000000,170,320,480,590,930,1300,1900,2200,3300,4600,4700,18500,0,170,350.405165270947,11.51329101412557,4672.573916002875,11387.900918918918
1776013243,99,,Aggregated,123.000000,0.000000,170,320,480,590,940,1300,1900,2100,3300,4600,4700,18613,0,170,353.3201351796282,11.51329101412557,4672.573916002875,11402.626067802074
